case_id,image_file,mean_R,mean_G,mean_B,SSIM_to_set_mean,hist_00,hist_01,hist_02,hist_03,hist_04,hist_05,hist_06,hist_07,hist_08,hist_09,hist_10,hist_11,hist_12,hist_13,hist_14,hist_15,hist_16,hist_17,hist_18,hist_19,hist_20,hist_21,hist_22,hist_23,hist_24,hist_25,hist_26,hist_27,hist_28,hist_29,hist_30,hist_31,hu_log_1,hu_log_2,hu_log_3,hu_log_4,hu_log_5,hu_log_6,hu_log_7
060,060B.jpg,155.044784,146.78596,115.403775,0.113423,0.067591,0.042408,0.033539,0.031404,0.028048,0.027695,0.025608,0.022973,0.022983,0.023451,0.021303,0.022775,0.024235,0.024711,0.027503,0.054227,0.061755,0.027739,0.02358,0.022827,0.020515,0.02236,0.021603,0.023161,0.023636,0.025025,0.026534,0.028013,0.030804,0.033863,0.042019,0.066112,3.038165,7.870513,12.169798,13.118272,26.108615,17.444342,25.81152104
061,061B.jpg,140.423882,145.591667,137.557989,0.293139,0.071202,0.037173,0.026963,0.02255,0.020681,0.018185,0.01674,0.016343,0.014781,0.015058,0.015978,0.015916,0.018679,0.021029,0.03113,0.118453,0.11565,0.032926,0.023176,0.019585,0.017606,0.016205,0.016575,0.018203,0.018663,0.019878,0.021076,0.02448,0.025908,0.031158,0.041414,0.076637,2.789462,6.536925,11.006772,10.268836,-20.913761,14.295173,-21.65228309
062,062B.jpg,126.454063,138.781937,133.495043,0.205724,0.047354,0.027161,0.027836,0.02502,0.021609,0.021887,0.021629,0.019499,0.016585,0.016474,0.018328,0.021156,0.024931,0.042748,0.061175,0.164179,0.122289,0.041855,0.025443,0.017953,0.014162,0.012509,0.010372,0.010106,0.009355,0.009881,0.010727,0.012204,0.014762,0.019196,0.029967,0.061649,2.93613,7.765236,10.791628,12.888151,-26.644586,16.913086,24.72806939
063,063B.jpg,131.665209,137.928156,146.282027,0.55083,0.054056,0.029666,0.023196,0.021138,0.019026,0.016566,0.016808,0.017408,0.017252,0.019572,0.021335,0.022122,0.027076,0.033931,0.042702,0.133793,0.121621,0.044603,0.030805,0.024302,0.019506,0.01802,0.017863,0.01497,0.013073,0.015143,0.015035,0.017007,0.01953,0.023929,0.029806,0.059143,2.572621,5.787568,9.310797,9.143371,18.780833,14.070545,18.40602507
064,064B.jpg,145.191867,126.840959,131.191663,0.135207,0.045042,0.034524,0.027737,0.027069,0.025131,0.023454,0.022397,0.023016,0.02343,0.023611,0.023628,0.02502,0.028997,0.033163,0.041779,0.078102,0.055423,0.041875,0.034462,0.029592,0.026957,0.026662,0.02335,0.023157,0.023107,0.025427,0.024755,0.025052,0.027972,0.030106,0.03475,0.04125,2.859584,7.3612,10.281465,11.581589,22.888668,15.276606,-22.555516
065,065B.jpg,118.371888,124.184927,133.235469,0.224344,0.044895,0.019114,0.017547,0.015778,0.014989,0.014725,0.013957,0.015651,0.015234,0.015514,0.017837,0.019337,0.021743,0.027255,0.033343,0.146498,0.185031,0.037496,0.028229,0.023952,0.022579,0.021223,0.021013,0.01731,0.018634,0.016884,0.016731,0.017421,0.017019,0.019177,0.022764,0.06112,2.802239,6.990641,10.733031,12.163803,-27.42756,15.660377,23.61221992
066,066B.jpg,118.807294,166.202564,127.311525,0.232671,0.222962,0.026822,0.014792,0.010798,0.008037,0.006981,0.00562,0.006127,0.006461,0.007465,0.008663,0.011079,0.01382,0.019017,0.028709,0.077913,0.072966,0.02848,0.01973,0.013945,0.009992,0.008284,0.007608,0.0073,0.007969,0.007182,0.008637,0.01112,0.01341,0.018064,0.034506,0.25554,3.033571,7.403284,11.576627,12.779039,-25.114912,-16.79208,-25.1001044
067,067B.jpg,147.261802,130.420609,146.942996,0.404245,0.043608,0.028955,0.022009,0.014521,0.012355,0.019067,0.02647,0.091908,0.134932,0.027085,0.016205,0.01417,0.018028,0.031131,0.043595,0.045529,0.043017,0.028324,0.02836,0.029027,0.033216,0.029194,0.016056,0.013324,0.012102,0.016357,0.022551,0.026068,0.024224,0.022168,0.023871,0.042572,2.456066,7.057448,9.376595,8.714375,-17.861534,-12.37964,-17.97348856
068,068B.jpg,155.106131,119.901289,119.465298,0.101747,0.025146,0.028006,0.0346,0.03342,0.032384,0.03228,0.031441,0.03346,0.033783,0.030265,0.030814,0.032973,0.032347,0.031816,0.033302,0.029697,0.03009,0.031897,0.030609,0.030872,0.030409,0.029068,0.026319,0.032165,0.033335,0.029692,0.030534,0.035301,0.032978,0.036114,0.029745,0.025138,2.953099,8.624971,11.758266,11.072533,-22.489574,15.494546,23.54943985
069,069B.jpg,117.183979,117.100206,161.899845,0.421833,0.022748,0.015653,0.013129,0.013242,0.012277,0.015052,0.01223,0.014616,0.014144,0.014894,0.016069,0.02337,0.034664,0.050102,0.060045,0.143537,0.157793,0.054917,0.03807,0.029796,0.02682,0.02269,0.022316,0.018663,0.017992,0.019315,0.017899,0.020231,0.017773,0.018683,0.017315,0.023956,2.770683,6.138975,9.705555,10.110994,20.536983,13.180489,-20.04026434
070,070B.jpg,128.929905,131.843602,144.815599,0.360879,0.052548,0.027292,0.025126,0.022612,0.022953,0.021238,0.020734,0.022919,0.020336,0.023347,0.027499,0.025414,0.031661,0.041008,0.051651,0.124585,0.102694,0.044125,0.032172,0.025159,0.019446,0.017008,0.014616,0.015195,0.01373,0.013328,0.01558,0.015545,0.021169,0.022604,0.026849,0.039856,2.896385,6.926674,10.880895,10.825566,22.238946,14.435467,21.69591432
071,071B.jpg,164.892093,116.938351,118.836981,0.025533,0.029013,0.030503,0.030931,0.034079,0.032549,0.029985,0.030419,0.030674,0.033451,0.029172,0.030561,0.03434,0.034679,0.029978,0.029589,0.027934,0.032433,0.028354,0.033047,0.033226,0.035586,0.033894,0.030804,0.032191,0.032494,0.02741,0.029597,0.031168,0.030961,0.0306,0.029296,0.031083,3.468184,8.475975,11.880081,12.699521,-25.040318,-17.034346,-25.3289032
072,072B.jpg,96.126759,96.514364,60.481977,0.294501,0.052894,0.044447,0.045116,0.038186,0.025583,0.027778,0.029363,0.035297,0.032088,0.021945,0.016795,0.013162,0.013421,0.013844,0.015744,0.039615,0.062465,0.030397,0.015542,0.01095,0.01026,0.010933,0.015935,0.022665,0.032674,0.029995,0.020998,0.018684,0.020726,0.030385,0.103747,0.098365,2.678197,6.561672,9.116517,10.632166,-20.593099,-15.421109,-20.7480073
073,073B.jpg,112.940606,110.265646,172.993856,0.281,0.012162,0.019383,0.023217,0.018075,0.016466,0.014752,0.012296,0.01563,0.016773,0.020517,0.024175,0.033829,0.046176,0.070852,0.087409,0.107008,0.092094,0.08281,0.064205,0.040365,0.03163,0.024021,0.020406,0.014434,0.012658,0.013586,0.013189,0.010126,0.010141,0.009464,0.010296,0.011854,2.609888,6.659608,9.001313,9.76556,-19.604104,-14.259555,-19.17748758
074,074B.jpg,147.896609,148.041155,125.029258,0.154016,0.06345,0.030313,0.026105,0.02411,0.021698,0.023122,0.022005,0.020799,0.023363,0.022015,0.020712,0.019768,0.022136,0.025531,0.039097,0.096019,0.105658,0.039604,0.025234,0.021813,0.019304,0.018416,0.01741,0.018001,0.019713,0.020189,0.024983,0.023871,0.023872,0.027562,0.03423,0.059896,2.89912,6.821897,11.447135,12.188961,-24.097447,-16.332803,24.24085901
075,075B.jpg,103.652396,74.538147,116.123894,0.516016,0.020228,0.019721,0.020171,0.018689,0.020381,0.019666,0.0206,0.019376,0.02537,0.025713,0.028396,0.033002,0.041947,0.050928,0.060804,0.0674,0.069521,0.049657,0.043396,0.04681,0.038102,0.028518,0.025484,0.023624,0.024823,0.027646,0.031952,0.022849,0.021305,0.017442,0.018776,0.017704,2.038936,5.95761,7.81748,7.909053,15.80286,12.221907,16.2133567
